Product_Name,Selling_Price,Original_Price,Specs,Ratings
Hisense E7K 126 cm (50 inch) QLED Ultra HD (4K) Smart VIDAA TV With Dolby Vision and Atmos,"₹29,990","₹59,999",Operating System: VIDAAUltra HD (4K) 3840 × 2160 PixelsLaunch Year: 20232 Years Comprehensive Warranty from on orders from 1st April 2024,4.3
Thomson OP MAX 139 cm (55 inch) Ultra HD (4K) LED Smart Google TV with Dolby Vision & Atmos,"₹29,499","₹44,999",Operating System: Google TVUltra HD (4K) 3840 × 2160 PixelsLaunch Year: 20231 Year Warranty on Product and 6 Months Warranty on Accessories,4.5
Mi X Pro 138 cm (55 inch) Ultra HD (4K) LED Smart Google TV with 4K Dolby Vision IQ | HDR10+ | Dolby A...,"₹47,999","₹69,999",Operating System: Google TVUltra HD (4K) 3840 x 2160 PixelsLaunch Year: 20231 Year Warranty on Product and 2 Years Warranty on Panel,4.3
Mi A Series 108 cm (43 inch) Full HD LED Smart Google TV 2024 Edition,"₹22,999","₹35,999",Operating System: Google TVFull HD 1920 x 1080 PixelsLaunch Year: 20241 year comprehensive warranty on product and 1 year additional on Panel provided by the brand from the date of purchase,4.3
Blaupunkt CyberSound G2 Series 126 cm (50 inch) Ultra HD (4K) LED Smart Google TV with Dolby Vision & ...,"₹26,999","₹41,999",Operating System: Google TVUltra HD (4K) 3840 x 2160 PixelsLaunch Year: 20231 Year Warranty on Product and 6 Months Warranty on Accessories,4.5
KODAK 100 cm (40 inch) Full HD LED Smart Android TV 2024 Edition with Android 11 and Dolby Digital Plu...,"₹15,499","₹26,999",Operating System: AndroidFull HD 1920 x 1080 PixelsLaunch Year: 20241 Year Warranty on Product and 6 Months Warranty on Accessories,4.4
SAMSUNG New D Series Brighter Crystal Vision Pro (2024 Edition) 138 cm (55 inch) Ultra HD (4K) LED Sma...,"₹44,990","₹66,900",Operating System: TizenUltra HD (4K) 3840 x 2160 PixelsLaunch Year: 20242 Year Warranty (1 Year Standard Warranty + 1 Year additional warranty on Panel),4.3
Mi X Series 108 cm (43 inch) Ultra HD (4K) LED Smart Google TV with 4K Dolby Vision | HDR 10 | Dolby A...,"₹24,999","₹42,999",Operating System: Google TVUltra HD (4K) 3840 x 2160 PixelsLaunch Year: 20231 Year Warranty on Product and 2 Years Warranty on Panel,4.3
TOSHIBA 108 cm (43 inch) QLED Ultra HD (4K) Smart VIDAA TV with Dolby Vision Atmos and REGZA Engine ZR...,"₹27,999","₹45,999",Operating System: VIDAAUltra HD (4K) 3840 x 2160 PixelsLaunch Year: 20242 Year Comprehensive Warranty,4.3
Hisense E7K 139 cm (55 inch) QLED Ultra HD (4K) Smart VIDAA TV With Dolby Vision and Atmos,"₹35,999","₹69,999",Operating System: VIDAAUltra HD (4K) 3840 × 2160 PixelsLaunch Year: 20232 Years Comprehensive Warranty from on orders from 1st April 2024,4.3
TCL 125.64 cm (50 inch) Ultra HD (4K) LED Smart Google TV 2024 Edition with with 24W Dolby Audio and M...,"₹31,990","₹64,990",Operating System: Google TVUltra HD (4K) 3840 x 2160 PixelsLaunch Year: 20242 Years Warranty on Product,4.1
Vu GloLED 126 cm (50 inch) Ultra HD (4K) LED Smart Google TV with DJ Subwoofer 104W,"₹32,999","₹55,000",Operating System: Google TVUltra HD (4K) 3840 x 2160 PixelsLaunch Year: 20221 Year Domestic Warranty on the Product,4.4
KODAK 108 cm (43 inch) Full HD LED Smart Linux TV 2024 Edition with 30W Sound Output & Bezel-Less Desi...,"₹14,999","₹22,999",Operating System: LinuxFull HD 1920 x 1080 PixelsLaunch Year: 20241 Year Warranty on Product and 6 Months Warranty on Accessories,4.3
SAMSUNG New D Series Brighter Crystal Vivid (2024 Edition) 138 cm (55 inch) Ultra HD (4K) LED Smart Ti...,"₹43,990","₹64,900",Operating System: TizenUltra HD (4K) 3840 x 2160 PixelsLaunch Year: 20242 Year Warranty (1 Year Standard Warranty + 1 Year additional warranty on Panel),4.3
Acer Advanced I Series 108 cm (43 inch) Full HD LED Smart Google TV,"₹20,999","₹32,999",Operating System: Google TVFull HD 1080 x 1920 PixelsLaunch Year: 20231 Year Comprehensive Warranty from the Date of Purchase,4.2
Dyanora AU Series 108 cm (43 inch) Ultra HD (4K) LED Smart Android TV,"₹19,999","₹37,999",Operating System: AndroidUltra HD (4K) 3840 x 2160 PixelsLaunch Year: 20241 Year Manufacturer Warranty from the Date of Purchase,4.1
SAMSUNG New D Series Brighter Crystal Vision Pro (2024 Edition) 108 cm (43 inch) Ultra HD (4K) LED Sma...,"₹30,990","₹46,900",Operating System: TizenUltra HD (4K) 3840 x 2160 PixelsLaunch Year: 20242 Year Warranty (1 Year Standard Warranty + 1 Year additional warranty on Panel),4.3
Thomson FA Series 106 cm (42 inch) Full HD LED Smart Android TV with Dolby Digital Plus & Android 11,"₹15,499","₹28,499",Operating System: AndroidFull HD 1080 x 1920 PixelsLaunch Year: 20231 Year Warranty on Product and 6 Months Warranty on Accessories,4.3
Blaupunkt 126 cm (50 Inch) QLED Ultra HD (4K) Smart Google TV With Dolby Atmos & Far-Field Mic,"₹29,999","₹49,999",Operating System: Google TVUltra HD (4K) 3840 x 2160 PixelsLaunch Year: 20221 Year Warranty on Product and 6 Months on Accessories,4.5
"Infinix 109 cm (43 inch) QLED Ultra HD (4K) Smart WebOS TV 1.07 Billion Colors, HDR support. Cinematic...","₹21,999","₹29,999",Operating System: WebOSUltra HD (4K) 3840 x 2160 PixelsLaunch Year: 20231 Year Domestic Warranty on the Product,4.1
SONY Bravia 2 163.9 cm (65 inch) Ultra HD (4K) LED Smart Google TV 2024 Edition,"₹81,990","₹1,39,900",Operating System: Google TVUltra HD (4K) 3840 x 2160 PixelsLaunch Year: 20241 Year Warranty,4.7
"Hisense E6N 139 cm (55 inch) Ultra HD (4K) LED Smart Google TV 2024 Edition with Dolby Vision Atmos, D...","₹35,999","₹59,999",Operating System: Google TVUltra HD (4K) 3840 X 2160 PixelsLaunch Year: 20242 Years Comprehensive Warranty on Product,4.3
Mi A series 108 cm (43 inch) Full HD LED Smart Google TV with FHD | Dolby Audio | DTS : HD | DTS Virtu...,"₹22,999","₹35,999",Operating System: Google TVFull HD 1920 x 1080 PixelsLaunch Year: 20231 Year Warranty on Product and 2 Years Warranty on Panel,4.3
SAMSUNG New D Series Brighter Crystal Vivid (2024 Edition) 108 cm (43 inch) Ultra HD (4K) LED Smart Ti...,"₹29,490","₹44,900",Operating System: TizenUltra HD (4K) 3840 x 2160 PixelsLaunch Year: 20242 Year Warranty (1 Year Standard Warranty + 1 Year additional warranty on Panel),4.3
"Hisense Tornado 139 cm (55 inch) Ultra HD (4K) LED Smart Google TV with 102W JBL 6 Speakers, Dolby Vis...","₹35,999","₹69,990",Operating System: Google TVUltra HD (4K) 3840 x 2160 PixelsLaunch Year: 20222 Years Comprehensive Warranty,4.3
TCL 126 cm (50 inch) QLED Ultra HD (4K) Smart Google TV T-SCREEN |Dolby Vision-Atmos | Hands-Free Voic...,"₹39,990","₹1,14,990",Operating System: Google TVUltra HD (4K) 3840 x 2160 PixelsLaunch Year: 20242 Years Comprehensive Warranty on Product,4.1
Mi X Pro 138 cm (55 inch) Ultra HD (4K) LED Smart Google TV with 4K Dolby Vision IQ | HDR10+ | Dolby A...,"₹47,999","₹69,999",Operating System: Google TVUltra HD (4K) 3840 x 2160 PixelsLaunch Year: 20231 Year Warranty on Product and 2 Years Warranty on Panel,4.3
Mi A Series 108 cm (43 inch) Full HD LED Smart Google TV 2024 Edition,"₹22,999","₹35,999",Operating System: Google TVFull HD 1920 x 1080 PixelsLaunch Year: 20241 year comprehensive warranty on product and 1 year additional on Panel provided by the brand from the date of purchase,4.3
SAMSUNG Crystal 4K iSmart Series 163 cm (65 inch) Ultra HD (4K) LED Smart Tizen TV,"₹62,989","₹99,900",Operating System: TizenUltra HD (4K) 3840 x 2160 PixelsLaunch Year: 20231 Year Comprehensive Warranty on Product and 1 Year Additional Warranty on Panel provided by the brand from the date of purchase,4.3
TOSHIBA 126 cm (50 inch) QLED Ultra HD (4K) Smart VIDAA TV with Dolby Vision Atmos and REGZA Engine ZR...,"₹33,999","₹58,999",Operating System: VIDAAUltra HD (4K) 3840 x 2160 PixelsLaunch Year: 20242 Year Comprehensive Warranty,4.3
MOTOROLA 127 cm (50 inch) QLED Ultra HD (4K) Smart Google TV,"₹29,499","₹53,999",Operating System: Google TVUltra HD (4K) 3840 x 2160 PixelsLaunch Year: 20241 year Warranty for Manufacturing Defects,
SAMSUNG 138 cm (55 inch) QLED Ultra HD (4K) Smart Tizen TV,"₹61,989","₹99,990",Operating System: TizenUltra HD (4K) 3840 x 2160 PixelsLaunch Year: 20232 years comprehensive warranty on product (1 year standard warranty and 1 year extended warranty provided by the brand from the date of purchase),4.4
SAMSUNG New D Series Brighter Crystal Vision Pro (2024 Edition) 138 cm (55 inch) Ultra HD (4K) LED Sma...,"₹44,990","₹66,900",Operating System: TizenUltra HD (4K) 3840 x 2160 PixelsLaunch Year: 20242 Year Warranty (1 Year Standard Warranty + 1 Year additional warranty on Panel),4.3
Mi X Series 108 cm (43 inch) Ultra HD (4K) LED Smart Google TV with 4K Dolby Vision | HDR 10 | Dolby A...,"₹24,999","₹42,999",Operating System: Google TVUltra HD (4K) 3840 x 2160 PixelsLaunch Year: 20231 Year Warranty on Product and 2 Years Warranty on Panel,4.3
"iFFALCON by TCL U64 126 cm (50 inch) Ultra HD (4K) LED Smart Google TV with 24W Dolby Audio, HDR10","₹27,499","₹62,990",Operating System: Google TVUltra HD (4K) 3840 x 2160 PixelsLaunch Year: 20241 Year Warranty on Product,4.2
"iFFALCON by TCL U62 126 cm (50 inch) Ultra HD (4K) LED Smart Google TV with Dolby Audio, HDR10","₹25,999","₹60,990",Operating System: Google TVUltra HD (4K) 3840 x 2160 PixelsLaunch Year: 20221 Year Warranty,4.2
KODAK 108 cm (43 inch) Full HD LED Smart Linux TV 2024 Edition with 30W Sound Output & Bezel-Less Desi...,"₹14,999","₹22,999",Operating System: LinuxFull HD 1920 x 1080 PixelsLaunch Year: 20241 Year Warranty on Product and 6 Months Warranty on Accessories,4.3
SAMSUNG New D Series Brighter Crystal Vivid (2024 Edition) 138 cm (55 inch) Ultra HD (4K) LED Smart Ti...,"₹43,990","₹64,900",Operating System: TizenUltra HD (4K) 3840 x 2160 PixelsLaunch Year: 20242 Year Warranty (1 Year Standard Warranty + 1 Year additional warranty on Panel),4.3
Blaupunkt CyberSound G2 Series 108 cm (43 inch) Full HD LED Smart Android TV with Dolby Digital Plus &...,"₹17,499","₹29,999",Operating System: AndroidFull HD 1080 x 1920 PixelsLaunch Year: 20231 Year Warranty on Product and 6 Months Warranty on Accessories,4.4
SAMSUNG Crystal 4K Neo Series 138 cm (55 inch) Ultra HD (4K) LED Smart Tizen TV with Voice Search,"₹43,990","₹70,900",Operating System: TizenUltra HD (4K) 3840 x 2160 PixelsLaunch Year: 20221 Year Comprehensive Warranty on Product and 1 Year Additional on Panel,4.4
"Acer H PRO Series 108 cm (43 inch) Ultra HD (4K) LED Smart Google TV with 76W PRO Speakers, Dolby Visi...","₹27,999","₹41,999",Operating System: Google TVUltra HD (4K) 3840 × 2160 PixelsLaunch Year: 20231 Year Comprehensive Warranty on Product and 2 Years Warranty on Panel,4.2
Blaupunkt 164 cm (65 inch) QLED Ultra HD (4K) Smart Google TV With Dolby Atmos & Far-Field Mic,"₹47,999","₹84,999",Operating System: Google TVUltra HD (4K) 3840 x 2160 PixelsLaunch Year: 20221 Year Warranty on Product and 6 Months on Accessories,4.5
SAMSUNG New D Series Brighter Crystal Vision Pro (2024 Edition) 108 cm (43 inch) Ultra HD (4K) LED Sma...,"₹30,990","₹46,900",Operating System: TizenUltra HD (4K) 3840 x 2160 PixelsLaunch Year: 20242 Year Warranty (1 Year Standard Warranty + 1 Year additional warranty on Panel),4.3
Thomson FA Series 106 cm (42 inch) Full HD LED Smart Android TV with Dolby Digital Plus & Android 11,"₹15,499","₹28,499",Operating System: AndroidFull HD 1080 x 1920 PixelsLaunch Year: 20231 Year Warranty on Product and 6 Months Warranty on Accessories,4.3
Mi A series 108 cm (43 inch) Full HD LED Smart Google TV with FHD | Dolby Audio | DTS : HD | DTS Virtu...,"₹22,999","₹35,999",Operating System: Google TVFull HD 1920 x 1080 PixelsLaunch Year: 20231 Year Warranty on Product and 2 Years Warranty on Panel,4.3
Vu 164 cm (65 inch) Ultra HD (4K) LED Smart Google TV,"₹47,999","₹75,000",Operating System: Google TVUltra HD (4K) 3840 x 2160 PixelsLaunch Year: 20231 Year Warranty,4.2
SAMSUNG New D Series Brighter Crystal Vivid (2024 Edition) 108 cm (43 inch) Ultra HD (4K) LED Smart Ti...,"₹29,490","₹44,900",Operating System: TizenUltra HD (4K) 3840 x 2160 PixelsLaunch Year: 20242 Year Warranty (1 Year Standard Warranty + 1 Year additional warranty on Panel),4.3
Mi X Pro 138 cm (55 inch) Ultra HD (4K) LED Smart Google TV with 4K Dolby Vision IQ | HDR10+ | Dolby A...,"₹47,999","₹69,999",Operating System: Google TVUltra HD (4K) 3840 x 2160 PixelsLaunch Year: 20231 Year Warranty on Product and 2 Years Warranty on Panel,4.3
Vu 108 cm (43 inch) Ultra HD (4K) LED Smart Google TV,"₹24,999","₹30,000",Operating System: Google TVUltra HD (4K) 3840 x 2160 PixelsLaunch Year: 20231 Year Warranty on the Product,4.2
"Hisense A6K 126 cm (50 inch) Ultra HD (4K) LED Smart Google TV with Hands Free Voice Control, Dolby Vi...","₹29,999","₹59,999",Operating System: Google TVUltra HD (4K) 3840 x 2160 PixelsLaunch Year: 20232 Years Comprehensive Warranty,4.3
"Acer H PRO Series 127 cm (50 inch) Ultra HD (4K) LED Smart Google TV with 76W PRO Speakers, Dolby Visi...","₹29,999","₹49,999",Operating System: Google TVUltra HD (4K) 3840 × 2160 PixelsLaunch Year: 20231 Year Comprehensive Warranty on Product and 2 Years Warranty on Panel,4.2
"TOSHIBA M550MP 164 cm (65 inch) QLED Ultra HD (4K) Smart Google TV With Full Array Local Dimming, Powe...","₹56,999","₹99,999",Operating System: Google TVUltra HD (4K) 3840 × 2160 PixelsLaunch Year: 20232 Year Comprehensive Warranty,4.3
Mi A Series 108 cm (43 inch) Full HD LED Smart Google TV 2024 Edition,"₹22,999","₹35,999",Operating System: Google TVFull HD 1920 x 1080 PixelsLaunch Year: 20241 year comprehensive warranty on product and 1 year additional on Panel provided by the brand from the date of purchase,4.3
SAMSUNG New D Series Brighter Crystal Vision Pro (2024 Edition) 138 cm (55 inch) Ultra HD (4K) LED Sma...,"₹44,990","₹66,900",Operating System: TizenUltra HD (4K) 3840 x 2160 PixelsLaunch Year: 20242 Year Warranty (1 Year Standard Warranty + 1 Year additional warranty on Panel),4.3
TOSHIBA C350MP 108 cm (43 inch) Ultra HD (4K) LED Smart Google TV with Dolby Vision Atmos and REGZA En...,"₹24,999","₹44,999",Operating System: Google TVUltra HD (4K) 3840 x 2160 PixelsLaunch Year: 20232 Years Warranty,4.2
SONY 108 cm (43 inch) Ultra HD (4K) LED Smart Android TV,"₹42,740","₹59,900",Operating System: AndroidUltra HD (4K) 3840 x 2160 PixelsLaunch Year: 20241 Year Warranty,5
Mi X Series 108 cm (43 inch) Ultra HD (4K) LED Smart Google TV with 4K Dolby Vision | HDR 10 | Dolby A...,"₹24,999","₹42,999",Operating System: Google TVUltra HD (4K) 3840 x 2160 PixelsLaunch Year: 20231 Year Warranty on Product and 2 Years Warranty on Panel,4.3
KODAK 108 cm (43 inch) Full HD LED Smart Linux TV 2024 Edition with 30W Sound Output & Bezel-Less Desi...,"₹14,999","₹22,999",Operating System: LinuxFull HD 1920 x 1080 PixelsLaunch Year: 20241 Year Warranty on Product and 6 Months Warranty on Accessories,4.3
SAMSUNG New D Series Brighter Crystal Vision Pro (2024 Edition) 163 cm (65 inch) Ultra HD (4K) LED Sma...,"₹65,990","₹96,900",Operating System: TizenUltra HD (4K) 3840 x 2160 PixelsLaunch Year: 20242 Year Warranty (1 Year Standard Warranty + 1 Year additional warranty on Panel),4.3
"Hisense E6N 108 cm (43 inch) Ultra HD (4K) LED Smart Google TV 2024 Edition with Dolby Vision Atmos, D...","₹24,999","₹44,999",Operating System: Google TVUltra HD (4K) 3840 X 2160 PixelsLaunch Year: 20242 Years Comprehensive Warranty on Product,4.3
Haier 108 cm (43 inch) Ultra HD (4K) LED Smart Google TV,"₹27,990","₹45,990",Operating System: Google TVUltra HD (4K) 3840 × 2160 PixelsLaunch Year: 20232 Years Comprehensive Warranty on Product,4
Haier 127 cm (50 inch) Ultra HD (4K) LED Smart Google TV,"₹35,990","₹50,990",Operating System: Google TVUltra HD (4K) 3840 × 2160 PixelsLaunch Year: 20232 Years Comprehensive Warranty on Product,4
SAMSUNG New D Series Brighter Crystal Vivid (2024 Edition) 138 cm (55 inch) Ultra HD (4K) LED Smart Ti...,"₹43,990","₹64,900",Operating System: TizenUltra HD (4K) 3840 x 2160 PixelsLaunch Year: 20242 Year Warranty (1 Year Standard Warranty + 1 Year additional warranty on Panel),4.3
Blaupunkt 139 cm (55 inch) QLED Ultra HD (4K) Smart Google TV With Dolby Atmos & Far-Field Mic,"₹33,268","₹59,999",Operating System: Google TVUltra HD (4K) 3840 x 2160 PixelsLaunch Year: 20221 Year Warranty on Product and 6 Months on Accessories,4.5
Hisense E68N 139 cm (55 inch) QLED Ultra HD (4K) Smart Google TV Dolby Vision Atmos Far Field Voice Co...,"₹38,999","₹64,999",Operating System: Google TVUltra HD (4K) 3840 x 2160 PixelsLaunch Year: 20242 Years Comprehensive Warranty,4.2
KODAK 164 cm (65 inch) QLED Ultra HD (4K) Smart Google TV with Dolby Vision & Atmos,"₹44,999","₹84,999",Operating System: Google TVUltra HD (4K) 3840 x 2160 PixelsLaunch Year: 20221 Year Warranty on Product and 6 Months Warranty on Accessories,4.5
SAMSUNG New D Series Brighter Crystal Vision Pro (2024 Edition) 108 cm (43 inch) Ultra HD (4K) LED Sma...,"₹30,990","₹46,900",Operating System: TizenUltra HD (4K) 3840 x 2160 PixelsLaunch Year: 20242 Year Warranty (1 Year Standard Warranty + 1 Year additional warranty on Panel),4.3
Thomson FA Series 106 cm (42 inch) Full HD LED Smart Android TV with Dolby Digital Plus & Android 11,"₹15,499","₹28,499",Operating System: AndroidFull HD 1080 x 1920 PixelsLaunch Year: 20231 Year Warranty on Product and 6 Months Warranty on Accessories,4.3
TCL 215 cm (85 inch) Ultra HD (4K) LED Smart Google TV with Hands-Free Voice Control,"₹1,29,990","₹2,54,990",Operating System: Google TVUltra HD (4K) 3840 × 2160 PixelsLaunch Year: 20232 Years Warranty on Product,
TOSHIBA C350MP 189 cm (75 inch) Ultra HD (4K) LED Smart Google TV with Dolby Vision Atmos and REGZA En...,"₹76,999","₹1,14,990",Operating System: Google TVUltra HD (4K) 3840 x 2160 PixelsLaunch Year: 20232 Years Warranty,4.2
Thomson 108 cm (43 inch) Ultra HD (4K) LED Smart Google TV with with HRD10 & 40W Sound Output,"₹22,999","₹35,999",Operating System: Google TVUltra HD (4K) 3840 x 2160 PixelsLaunch Year: 20231 Year Warranty on Product and 6 Months Warranty on Accessories,4.5
TCL 164 cm (65 inch) QLED Ultra HD (4K) Smart Google TV T-SCREEN |Dolby Vision-Atmos | Hands-Free Voic...,"₹70,990","₹1,66,990",Operating System: Google TVUltra HD (4K) 3840 x 2160 PixelsLaunch Year: 20242 Years Comprehensive Warranty on Product,4.1
Mi A series 108 cm (43 inch) Full HD LED Smart Google TV with FHD | Dolby Audio | DTS : HD | DTS Virtu...,"₹22,999","₹35,999",Operating System: Google TVFull HD 1920 x 1080 PixelsLaunch Year: 20231 Year Warranty on Product and 2 Years Warranty on Panel,4.3
SAMSUNG New D Series Brighter Crystal Vivid (2024 Edition) 108 cm (43 inch) Ultra HD (4K) LED Smart Ti...,"₹29,490","₹44,900",Operating System: TizenUltra HD (4K) 3840 x 2160 PixelsLaunch Year: 20242 Year Warranty (1 Year Standard Warranty + 1 Year additional warranty on Panel),4.3
"Hisense A6K 139 cm (55 inch) Ultra HD (4K) LED Smart Google TV with Hands Free Voice Control, Dolby Vi...","₹34,999","₹64,999",Operating System: Google TVUltra HD (4K) 3840 x 2160 PixelsLaunch Year: 20232 Years Comprehensive Warranty,4.3
SAMSUNG New D Series Brighter Crystal Vivid (2024 Edition) 163 cm (65 inch) Ultra HD (4K) LED Smart Ti...,"₹64,990","₹94,900",Operating System: TizenUltra HD (4K) 3840 x 2160 PixelsLaunch Year: 20242 Year Warranty (1 Year Standard Warranty + 1 Year additional warranty on Panel),4.3
Mi X Pro 138 cm (55 inch) Ultra HD (4K) LED Smart Google TV with 4K Dolby Vision IQ | HDR10+ | Dolby A...,"₹47,999","₹69,999",Operating System: Google TVUltra HD (4K) 3840 x 2160 PixelsLaunch Year: 20231 Year Warranty on Product and 2 Years Warranty on Panel,4.3
Mi A Series 108 cm (43 inch) Full HD LED Smart Google TV 2024 Edition,"₹22,999","₹35,999",Operating System: Google TVFull HD 1920 x 1080 PixelsLaunch Year: 20241 year comprehensive warranty on product and 1 year additional on Panel provided by the brand from the date of purchase,4.3
LG NANO73 164 cm (65 inch) Ultra HD (4K) LED Smart WebOS TV with Magic Remote Control,"₹75,990","₹1,34,990",Operating System: WebOSUltra HD (4K) 3840 x 2160 PixelsLaunch Year: 20221 Year Product Warranty Applicable,4.4
TOSHIBA M650MP 139 cm (55 inch) Ultra HD (4K) Mini LED Smart VIDAA TV with 49 W Dolby Vision and Atmos...,"₹42,999","₹84,999",Operating System: VIDAAUltra HD (4K) 3840 X 2160 PixelsLaunch Year: 20233 Years Comprehensive Warranty on Order from 19th March 2024. You will enjoy 3 Years Warranty on this product based on your invoice and the ordered date mentioned on the invoice.,4.3
SONY Bravia X75L 163.9 cm (65 inch) Ultra HD (4K) LED Smart Google TV,"₹77,999","₹1,39,900",Operating System: Google TVUltra HD (4K) 3840 x 2160 PixelsLaunch Year: 20231 Year Manufaturer Warranty on the Product,4.7
CANDY 139 cm (55 inch) Ultra HD (4K) LED Smart Google TV with Dolby Atmos & Dolby Vision,"₹32,990","₹45,990",Operating System: Google TVUltra HD (4K) 3840 x 2160 PixelsLaunch Year: 20232 Years Warranty,4.5
SAMSUNG New D Series Brighter Crystal Vision Pro (2024 Edition) 138 cm (55 inch) Ultra HD (4K) LED Sma...,"₹44,990","₹66,900",Operating System: TizenUltra HD (4K) 3840 x 2160 PixelsLaunch Year: 20242 Year Warranty (1 Year Standard Warranty + 1 Year additional warranty on Panel),4.3
Mi X Series 108 cm (43 inch) Ultra HD (4K) LED Smart Google TV with 4K Dolby Vision | HDR 10 | Dolby A...,"₹24,999","₹42,999",Operating System: Google TVUltra HD (4K) 3840 x 2160 PixelsLaunch Year: 20231 Year Warranty on Product and 2 Years Warranty on Panel,4.3
CANDY 109 cm (43 inch) Full HD LED Smart Android TV,"₹17,990","₹28,900",Operating System: AndroidFull HD 1920 x 1080 PixelsLaunch Year: 20232 Years Warranty,4.1
Mi X Pro 125 cm (50 inch) Ultra HD (4K) LED Smart Google TV with 4K Dolby Vision IQ | HDR10+ | Dolby A...,"₹41,999","₹59,999",Operating System: Google TVUltra HD (4K) 3840 x 2160 PixelsLaunch Year: 20231 Year Warranty on Product and 2 Years Warranty on Panel,4.3
KODAK 108 cm (43 inch) Full HD LED Smart Linux TV 2024 Edition with 30W Sound Output & Bezel-Less Desi...,"₹14,999","₹22,999",Operating System: LinuxFull HD 1920 x 1080 PixelsLaunch Year: 20241 Year Warranty on Product and 6 Months Warranty on Accessories,4.3
SAMSUNG New D Series Brighter Crystal Vivid (2024 Edition) 138 cm (55 inch) Ultra HD (4K) LED Smart Ti...,"₹43,990","₹64,900",Operating System: TizenUltra HD (4K) 3840 x 2160 PixelsLaunch Year: 20242 Year Warranty (1 Year Standard Warranty + 1 Year additional warranty on Panel),4.3
Coocaa Frameless 164 cm (65 inch) QLED Ultra HD (4K) Smart Google TV Matte Display,"₹45,999","₹99,900",Operating System: Google TVUltra HD (4K) 3840 x 2160 PixelsLaunch Year: 20241 Year Domestic Warranty,4.3
Lloyd 109 cm (43 inch) QLED Ultra HD (4K) Smart WebOS TV,"₹33,990","₹50,490",Operating System: WebOSUltra HD (4K) 3840 x 2160 PixelsLaunch Year: 20231 Year Comprehensive Warranty on Product,4.5
SENS Pikaso 109 cm (43 inch) Ultra HD (4K) LED Smart Android TV,"₹20,799","₹38,990",Operating System: AndroidUltra HD (4K) 3840 x 2160 PixelsLaunch Year: 20221 Year Comprehensive Warranty on Product and Additional 1 Year Warranty on Panel,4.2
ONIDA 189 cm (75 inch) Ultra HD (4K) LED Smart Google TV with Dolby Atmos Vision & HDR10,"₹81,599","₹98,990",Operating System: Google TVUltra HD (4K) 3840 x 2160 PixelsLaunch Year: 20231 Year Warranty on Product,4.5
SAMSUNG New D Series Brighter Crystal Vision Pro (2024 Edition) 108 cm (43 inch) Ultra HD (4K) LED Sma...,"₹30,990","₹46,900",Operating System: TizenUltra HD (4K) 3840 x 2160 PixelsLaunch Year: 20242 Year Warranty (1 Year Standard Warranty + 1 Year additional warranty on Panel),4.3
Thomson FA Series 106 cm (42 inch) Full HD LED Smart Android TV with Dolby Digital Plus & Android 11,"₹15,499","₹28,499",Operating System: AndroidFull HD 1080 x 1920 PixelsLaunch Year: 20231 Year Warranty on Product and 6 Months Warranty on Accessories,4.3
SAMSUNG Crystal 4K Neo Series 108 cm (43 inch) Ultra HD (4K) LED Smart Tizen TV with Voice Search,"₹28,490","₹47,900",Operating System: TizenUltra HD (4K) 3840 x 2160 PixelsLaunch Year: 20221 Year Comprehensive Warranty on Product and 1 Year Additional on Panel,4.4
"Acer H PRO Series 108 cm (43 inch) Ultra HD (4K) LED Smart Google TV with 76W PRO Speakers, Dolby Visi...","₹27,999","₹41,999",Operating System: Google TVUltra HD (4K) 3840 × 2160 PixelsLaunch Year: 20231 Year Comprehensive Warranty on Product and 2 Years Warranty on Panel,4.2
Mi A series 108 cm (43 inch) Full HD LED Smart Google TV with FHD | Dolby Audio | DTS : HD | DTS Virtu...,"₹22,999","₹35,999",Operating System: Google TVFull HD 1920 x 1080 PixelsLaunch Year: 20231 Year Warranty on Product and 2 Years Warranty on Panel,4.3
SAMSUNG New D Series Brighter Crystal Vivid (2024 Edition) 108 cm (43 inch) Ultra HD (4K) LED Smart Ti...,"₹29,490","₹44,900",Operating System: TizenUltra HD (4K) 3840 x 2160 PixelsLaunch Year: 20242 Year Warranty (1 Year Standard Warranty + 1 Year additional warranty on Panel),4.3
ONIDA 107 cm (43 inch) Ultra HD (4K) LED Smart TV with ONIDA,"₹26,999","₹35,990",Ultra HD (4K) 3840×2160$$PixelsLaunch Year: 20231 Year Warranty on the Product,5
Sansui 102 cm (40 inch) Full HD LED Smart Android TV with Android 11 & Dolby Audio (Midnight Black),"₹17,699","₹29,290",Operating System: AndroidFull HD 1920 x 1080 PixelsLaunch Year: 20201 Year Comprehensive Warranty on Product and Additional 1 Year Warranty on Panel,4.1
TCL P635 164 cm (65 inch) Ultra HD (4K) LED Smart Google TV with Dolby Audio & HDR10,"₹47,990","₹1,24,990",Operating System: Google TVUltra HD (4K) 3840 x 2161 PixelsLaunch Year: 20222 Years Warranty on Product,4.1
Vu 108 cm (43 inch) Ultra HD (4K) LED Smart Google TV,"₹24,999","₹30,000",Operating System: Google TVUltra HD (4K) 3840 x 2160 PixelsLaunch Year: 20231 Year Warranty on the Product,4.2
Mi X Pro 138 cm (55 inch) Ultra HD (4K) LED Smart Google TV with 4K Dolby Vision IQ | HDR10+ | Dolby A...,"₹47,999","₹69,999",Operating System: Google TVUltra HD (4K) 3840 x 2160 PixelsLaunch Year: 20231 Year Warranty on Product and 2 Years Warranty on Panel,4.3
